name,author_name,author_url,profile_photo_url,rating,relative_time_description,text,time
Algonquin  Brent Campground,Outdoor Adventurer,https://www.google.com/maps/contrib/100057001553529499271/reviews,https://lh5.googleusercontent.com/-UMdSv_UfWfM/AAAAAAAAAAI/AAAAAAAARI8/eFR5BrL7oQk/s128-c0x00000000-cc-rp-mo-ba3/photo.jpg,5,2 months ago,"A Must stop at when your portaging or camping they treat you like your family and not just a customer spending money.      Nothing quite like this back home at all.  If I could i would move up here.

Thank you for everything",1542342360
Algonquin  Brent Campground,Keith Hurst,https://www.google.com/maps/contrib/110901022761393052917/reviews,https://lh3.googleusercontent.com/-OrFHeASS8Pg/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQMhe3CT0HGoMawPNkMiKGV1e_p6eA/s128-c0x00000000-cc-rp-mo/photo.jpg,5,3 weeks ago,Friendly and informative. Will make sure yoh enjoy your stay!,1546453042
Algonquin  Brent Campground,S. Swan,https://www.google.com/maps/contrib/111125503705728838598/reviews,https://lh6.googleusercontent.com/-RJKhHeATvhs/AAAAAAAAAAI/AAAAAAAAEE8/o0OQHc0huVc/s128-c0x00000000-cc-rp-mo-ba3/photo.jpg,5,4 months ago,"As much as I loved the campsites I stayed on over the past week, it couldnt have been better without the amazing Algonquin Outfitters and their very own Jake. What a great guy. Helped us by having numerous canoes and accessories for rent at very reasonable prices. All of which made for our trip to be memorable and wanting to return ASAP.",1537331470
Algonquin  Brent Campground,D. Dommer,https://www.google.com/maps/contrib/117076640370562553351/reviews,https://lh5.googleusercontent.com/-H6ab9bWQ6nE/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQP_6eZon6FyMcl5ar0l-JxDqOiNsA/s128-c0x00000000-cc-rp-mo/photo.jpg,5,7 months ago,"Five stars seems so few when it comes to the customer service found at this store.  If I could, I'd give it 10 (or more).  You aren't just a customer here, you're a friend.  They really want to make your camping experience as amazing as possible.  I truly felt like they cared.  You may even be greeted by their two HUGE dogs who are really really friendly.  Even if you don't need anything, a pop-in to the store is a must for your camping experience.",1530374182
Algonquin  Brent Campground,Maniakal. .Whale,https://www.google.com/maps/contrib/109489269602991844223/reviews,https://lh6.googleusercontent.com/-7UAeL3g6wYw/AAAAAAAAAAI/AAAAAAAAGYs/ihrj-YAq7mo/s128-c0x00000000-cc-rp-mo-ba3/photo.jpg,5,5 months ago,"Nothing compares to a yearly canoe trip at Algoqnuin and with meeting these guys. Jake and Murry are always very welcoming and friendly, with a special touch of humor, always ready to give an advice or just to support a small talk ;) Highly recommemded place and my personal favourite for years and for years to come!!",1534443472
Algonquin  Canisbay Lake Campground,Eric McStravick,https://www.google.com/maps/contrib/108087522638896181104/reviews,https://lh5.googleusercontent.com/-6Z24VnbdmgU/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQNJV_bZYgNxtLr162bturhTjhUE-A/s128-c0x00000000-cc-rp-mo-ba3/photo.jpg,5,4 months ago,"We really enjoyed.  Lots of space on sites, not bare like some of the other Algonquin grounds.  We saw lots of wild life, moose near bathrooms, bear on trail, snakes, etc.  Construction was a little bit of a drag but perspective is important (it's only 5 minutes longer...)  Lots of things to do within bike, hike or short drive.",1537482205
Algonquin  Canisbay Lake Campground,Cary and Kim McArthur,https://www.google.com/maps/contrib/101544504834325658717/reviews,https://lh5.googleusercontent.com/-f34LJmU72gg/AAAAAAAAAAI/AAAAAAAAARs/lAj2hJWjT-E/s128-c0x00000000-cc-rp-mo-ba2/photo.jpg,5,3 months ago,Great campground for families. Most campsites have decent privacy. Try camping!,1539781563
Algonquin  Canisbay Lake Campground,Dianne Hanson,https://www.google.com/maps/contrib/115113934465020783173/reviews,https://lh3.googleusercontent.com/-pwv9-pVeJ_w/AAAAAAAAAAI/AAAAAAAAABI/x9XjkD1PF48/s128-c0x00000000-cc-rp-mo-ba3/photo.jpg,4,4 months ago,Great site aside from the mud hole that could have been filled with the gravel that was piled up in the parking spot down the road.  We had a great time and would come back!,1536876707
Algonquin  Canisbay Lake Campground,Dan Zielnik,https://www.google.com/maps/contrib/111977427906940125621/reviews,https://lh5.googleusercontent.com/-mWSCdeDbWaI/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQMUqxafjYcUxw1SpCEtkHva1z-qFg/s128-c0x00000000-cc-rp-mo-ba2/photo.jpg,5,4 months ago,"July/August and the lake is public swimming pool warm! Amazing water and views, and the hiking trails around Algonquin park are top notch if you just want to get out for some nice views and aren't a hardcore trekker, although they would enjoy it too I'm sure!",1537035656
Algonquin  Canisbay Lake Campground,Antonio Lomonaco,https://www.google.com/maps/contrib/101105801629312384594/reviews,https://lh6.googleusercontent.com/-EqiFyBeU-LA/AAAAAAAAAAI/AAAAAAAASn8/P2KDHGL0AWo/s128-c0x00000000-cc-rp-mo-ba4/photo.jpg,4,6 months ago,Campsites are very tiny (42) barely any room after parking two cars. Staff was helpful in telling us where not to go due to bears. Love being in Algonquin though.,1531271809
Algonquin  Coon Lake Campground,Reggy Frazier,https://www.google.com/maps/contrib/106549801341284935177/reviews,https://lh3.googleusercontent.com/-zcqO707Cf78/AAAAAAAAAAI/AAAAAAAAECE/vV8wArgFEf8/s128-c0x00000000-cc-rp-mo-ba4/photo.jpg,5,in the last week,Shallow Lake lots of fish lots of weeds but a very good time,1548208201
Algonquin  Coon Lake Campground,Nick Tavernier,https://www.google.com/maps/contrib/110487230373843587177/reviews,https://lh4.googleusercontent.com/-hzd1Ah3_4Cs/AAAAAAAAAAI/AAAAAAAABEg/jIpJkmKhB-g/s128-c0x00000000-cc-rp-mo-ba4/photo.jpg,5,a month ago,"Nice access to the lake, very organized. People should not park in front of landing at all. Loading or unloading ice fishing equipment. There is more than enough room in the parking lot",1544746805
Algonquin  Coon Lake Campground,TODD WESTLUND,https://www.google.com/maps/contrib/117648375795088478494/reviews,https://lh4.googleusercontent.com/-pLR3tMFE9tg/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQOpK4NbhV-9X4hy5-P5TP6u99Zgaw/s128-c0x00000000-cc-rp-mo-ba4/photo.jpg,4,a month ago,My oldest brother lives near there,1544546532
Algonquin  Coon Lake Campground,Sarah Nelson,https://www.google.com/maps/contrib/115397021842915695498/reviews,https://lh5.googleusercontent.com/-esXfveCiUx0/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQP3fH-TpgRLZTkouS4OmJt1bCXYBA/s128-c0x00000000-cc-rp-mo-ba2/photo.jpg,5,5 months ago,Great boating and swimming lake,1534298735
Algonquin  Coon Lake Campground,Aj 15,https://www.google.com/maps/contrib/110983896224871383909/reviews,https://lh5.googleusercontent.com/-vy0eYDzrYCM/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQNiDIkz9fb03wPrE5-Uq1qcalEvEQ/s128-c0x00000000-cc-rp-mo-ba3/photo.jpg,4,7 months ago,"Gotta love coon lake. Decent size for recreation boating. Its too bad the state doesnt impose drivers license for boats. On multiple occasions we have been in dangerous situations due to yahoos following way too close to our rider in tow,  jet-skiers jumping our surf wave and almost hitting our surfer, or just being dumb and pull their tubers right in front of us as we are cruising in a straight line. Only gripe with the lake is the east boat landing. The one side is really uneven...",1528896378
Algonquin  Kearney Lake Campground,Will Wheeler,https://www.google.com/maps/contrib/113204747809573184497/reviews,https://lh5.googleusercontent.com/-yW8SY2UKxeo/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQPQ5clhz84Q0VgvPBsD1p8rfS2J_Q/s128-c0x00000000-cc-rp-mo-ba4/photo.jpg,5,5 months ago,Great car camping spot. Nice lake for quiet paddles and swimming. Access to the Algonquin Rail Trail.,1535141169
Algonquin  Kearney Lake Campground,Juan Carlos S,https://www.google.com/maps/contrib/104445741028762600570/reviews,https://lh4.googleusercontent.com/-5QUljzhBa3I/AAAAAAAAAAI/AAAAAAAALNg/D_jOKOkda54/s128-c0x00000000-cc-rp-mo-ba3/photo.jpg,5,6 months ago,"Good location. Good amount of showers, not all of them were working though. Beach is not the nicest but it was OK.",1530914038
Algonquin  Kearney Lake Campground,Anna Marrello,https://www.google.com/maps/contrib/114393626699560171117/reviews,https://lh4.googleusercontent.com/--UuRfjx02WM/AAAAAAAAAAI/AAAAAAAAACk/ouxwCU8Etxs/s128-c0x00000000-cc-rp-mo-ba2/photo.jpg,4,5 months ago,Camp here every year. Decent sized sites. Nothing to far to the beach or comfort station. Outhouses need to be cleaned more often though. And the craters in the road.,1534269652
Algonquin  Kearney Lake Campground,Noushin K,https://www.google.com/maps/contrib/106881215710844660128/reviews,https://lh6.googleusercontent.com/-ajzx1ezd5xU/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQNvt33IUJjjkiTpLmpq_2MXiHC5sg/s128-c0x00000000-cc-rp-mo-ba4/photo.jpg,4,4 months ago,"Great campground overall. Has all the glamping amenities: showers and toilets and also has garbage, recycle and empty BBQ tank dropoff. The beach is pretty nice and calm and swim friendly. Amenities are relatively well taken care of but ducked a star, BC showers fill up early morning and they get grosser as the day goes by, I'm pretty certain they are cleaned mid dayish but it's worth knowing this as a camper. 
The campground is close to Opeopngo Canoe Rental store and many great hikes of various difficulties. Apparently you can order a canoe ahead of time and they drop it off at either pog Lake or Kearney Lake at 10am and pick it up the next day and everything is included in the rental price (and you don't have to carry your canoe).",1538001736
Algonquin  Kearney Lake Campground,grant williams,https://www.google.com/maps/contrib/117418721331709330944/reviews,https://lh4.googleusercontent.com/--OaLT7FitvQ/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQNyDe0TPrHiJglibEUJ1j_xw4JgWw/s128-c0x00000000-cc-rp-mo-ba4/photo.jpg,5,5 months ago,Hiked the lookout. Awesome trail for the family. View is spectacular.,1534977772
Algonquin  Kiosk Campground,Philip Harmathy,https://www.google.com/maps/contrib/108669453985369209417/reviews,https://lh5.googleusercontent.com/-dnj0t7dNn5s/AAAAAAAAAAI/AAAAAAAAB7U/Ess25GapcKo/s128-c0x00000000-cc-rp-mo-ba4/photo.jpg,5,3 months ago,"Very nice location for drive in camping. Lake is beautiful and there's a nice beach to go swimming. Most of the sites have a nice view of the lake, and the stars are beautiful at night on a clear day. Not sure how this campground is managed though as I was unable to find the camp host or anyone in charge of the place.",1538836662
Algonquin  Kiosk Campground,Dave B,https://www.google.com/maps/contrib/108778615902310287078/reviews,https://lh5.googleusercontent.com/-FMMrEBH35No/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQMsfXRMfv8lwNRAMgfRwAncva7Olw/s128-c0x00000000-cc-rp-mo-ba3/photo.jpg,5,5 months ago,Beautiful campsite. So nice we went back after staying (at the same site) 4 years ago! The lake is great and you can rent a canoe from the Algonquin shop and they drop it off the next day,1533495546
Algonquin  Kiosk Campground,Dom Bert,https://www.google.com/maps/contrib/113732954702925833957/reviews,https://lh5.googleusercontent.com/-xc0IX9VnAQI/AAAAAAAAAAI/AAAAAAAAAlE/OvdrqORlmHs/s128-c0x00000000-cc-rp-mo-ba3/photo.jpg,5,2 weeks ago,"Clean and peacefull camp site with flush toilets at some spots. There is no cell phone reception but they have a wired phone at the front desk. 
There is a canoe rental shop nearby which can deliver canoes and gear directly to the campsite. 
After heavy rainfall it is not recommended to swim in the lake (due to sime kind of bacteria)
Our visit was in mid september 2018 and we were almost alone on the campsite.
Some campgrounds near the river though were occupied by goose, which do leave some bird remains...",1546937334
Algonquin  Kiosk Campground,Jeff,https://www.google.com/maps/contrib/101700450650271709094/reviews,https://lh5.googleusercontent.com/-vUww1aOO4EQ/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQOcjTXqgABpFvnFAL0uOo1uttdRAA/s128-c0x00000000-cc-rp-mo/photo.jpg,5,5 months ago,Great entry point for a canoe trip in beautiful Algonquin Park. Located between the cities of Mattawa and North Bay. Very convenient entry point for people from outside the region.  There is also an reputable outfitter located nearby. Love it and will go back!,1534883949
Algonquin  Kiosk Campground,Sanjeewa Abeykoon,https://www.google.com/maps/contrib/102172513422709881899/reviews,https://lh5.googleusercontent.com/-pTeoQx3b-ZM/AAAAAAAAAAI/AAAAAAAAAKo/Ox-F5o92od4/s128-c0x00000000-cc-rp-mo-ba4/photo.jpg,4,6 months ago,More closer to wilderness. Excellent for canoeing and it is very well connected to isolated lakes inside the park. Don't canoe late in the evening as you might get lost or get trapped to wind. four stars is due to lack of  comfort station but this is very closer to back country camping experience,1532573908
Algonquin  Lake of Two Rivers Campground,Edgar D'Costa,https://www.google.com/maps/contrib/111872066747610867542/reviews,https://lh6.googleusercontent.com/-1_KRYuqsq-w/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQP6PyoUd47d-z56hH04qRDn_zugIg/s128-c0x00000000-cc-rp-mo-ba2/photo.jpg,5,4 months ago,"Fantastic place to camp. Very clean campsites and bathrooms.  Would definitely visit annually.  Camp staff are very polite. I called them to fix my electrical problem at the site and they were there within minutes.  Thank you for making my camping trip, one to remember.",1537922172
Algonquin  Lake of Two Rivers Campground,Carey Haight,https://www.google.com/maps/contrib/115995241745353909152/reviews,https://lh3.googleusercontent.com/-HYQ12evx71c/AAAAAAAAAAI/AAAAAAAAL90/IirJog5ATOs/s128-c0x00000000-cc-rp-mo-ba4/photo.jpg,5,6 months ago,Fantastic campground I been going since I can remember.  Nice size lots for trailers. Clean bathrooms can be very busy some families hog the showers . Beautiful beach walking trails and the store all within walking distance. Plus wild life we had bears in our site 8 out the 9 days we were there. Note to all keep your camp sites clean. We were the first site off the trail we ended up moving to a different site. Staff is amazing.  People love to speed along the roads city people . Also when driving to your sites if you can't see the number on the post for site you are going the wrong way.... Makes it difficult when pulling travel trailers.  We will be back until we can't.,1531094609
Algonquin  Lake of Two Rivers Campground,poppazon global,https://www.google.com/maps/contrib/116851098575987629238/reviews,https://lh6.googleusercontent.com/-ry22QWsxzZI/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQO7Gumk6zsbxTvhCabmSs15JzKdbA/s128-c0x00000000-cc-rp-mo-ba2/photo.jpg,5,2 weeks ago,An awesome place on this beautiful earth of ours - come and experience this most wonderful place for yourselves,1547417134
Algonquin  Lake of Two Rivers Campground,nitin khandelwal,https://www.google.com/maps/contrib/105689226329569293322/reviews,https://lh4.googleusercontent.com/-8Du0wDETBlM/AAAAAAAAAAI/AAAAAAAABKE/sTSc1eeKFws/s128-c0x00000000-cc-rp-mo-ba4/photo.jpg,4,4 months ago,Its a awesome place for camping. We all loved it. The first sign post to the entrance was of a bear scare. That was sufficient to excite us. Overall the place is great with nice Beach.,1536606581
Algonquin  Lake of Two Rivers Campground,Lauren Avery,https://www.google.com/maps/contrib/102362014410153974920/reviews,https://lh6.googleusercontent.com/-LA9ij5E7P_I/AAAAAAAAAAI/AAAAAAAAAFA/6N32Ni9m6Mg/s128-c0x00000000-cc-rp-mo-ba2/photo.jpg,5,4 months ago,"Lake of Two Rivers is a beautiful campground! My family and I went twice this year – once in June and another in September. The campground has such a unique feel as it is mainly filled with giant, towering pine trees. The campsites, for the most part, are very large however are not very private due to the tall pine trees dominating the area (with some exception). The beach is small, but the campground itself is close to a multitude of other beaches, landscapes, and adventures. There are many places to rent boats close by. This campground is home to the Lake of Two Rivers Store as well which is filled with many souvenirs, a small grocery section, and any other things you may have forgot to pack with you! There’s even a cafe which serves breakfast, lunch, dinner, and carries Kawartha ice cream. Lots of wildlife – this year we saw a moose, a mama bear with four cubs (which is a rarity), bull frogs, red squirrels, fed chipmunks and even somehow managed to gain the trust of two blue jays and hand fed them! Already can’t wait to go back.",1538272780
Algonquin  Mew Lake Campground,Darius Campeau,https://www.google.com/maps/contrib/116209027838606535606/reviews,https://lh6.googleusercontent.com/-v8OW8oRv_mg/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQPF86FRSSit70AqdHUdH0wQdshiMA/s128-c0x00000000-cc-rp-mo-ba4/photo.jpg,5,3 weeks ago,"Love this place for winter camping. Their host system is great and can be a life saver. The staff are all very friend and easy to talk to. Lots to see and do here. The hockey rink makes for fun day time game. There is a fair amount of wildlife to see here as well from turkeys, martens, otters and moose! Very kid friendly as well",1546530230
Algonquin  Mew Lake Campground,Marco Tochijara,https://www.google.com/maps/contrib/116331225645769174378/reviews,https://lh3.googleusercontent.com/-Snf8XGQZRho/AAAAAAAAAAI/AAAAAAAAAJE/_enlX0cKg2I/s128-c0x00000000-cc-rp-mo/photo.jpg,5,2 weeks ago,"Went Dec 18-21 and the park was beautiful. Went with a bunch of friends to hike and photo shoot and we were more than impressed with the trails. There was a good number of them too. A few paths were closed but we still had a great time.
Bonus: wildlife are not afraid to interact with you.",1547421174
Algonquin  Mew Lake Campground,Joanna Bellingshausen,https://www.google.com/maps/contrib/115389128997982834188/reviews,https://lh5.googleusercontent.com/--6PBZ-2qeUw/AAAAAAAAAAI/AAAAAAAAH4M/lMEy1x7Akq4/s128-c0x00000000-cc-rp-mo/photo.jpg,5,3 weeks ago,We love Mew Lake in the winter.  Thank you to Harvey Cornell for always going that extra mile to make the park such a wonderful place to be.  And thanks for always making that rink so amazing for the Hockey players and skaters.,1546456628
Algonquin  Mew Lake Campground,Jayne Zavitski,https://www.google.com/maps/contrib/107870043503207321787/reviews,https://lh4.googleusercontent.com/-_sPMzNRWVew/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQOeu14CxW-skNIg-J1xR1YZkyKtHA/s128-c0x00000000-cc-rp-mo-ba4/photo.jpg,5,in the last week,"Great in all seasons, winter time is a must to experience the ice rink alongside the fire pit. Bring hot dogs and marshmallows for roasting along with skates.",1548420473
Algonquin  Mew Lake Campground,Robert Snider,https://www.google.com/maps/contrib/105135805497462253305/reviews,https://lh5.googleusercontent.com/-Y-NZ8bvRfHU/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQNXVEr5bke9aHb2D56D1ILvNVhLgw/s128-c0x00000000-cc-rp-mo/photo.jpg,5,5 months ago,"Awesome place! The campground is well maintained and clean. Flush toilets and showers make it an easy sell for those not really into the back country style camping. 
The beach was a nice soft sand bottom with nice clear water. For the bikers, the campground connects to the 16km bike trail and also has a nice bike path to the store/cafe. Staff was kind and helpful.",1533561663
Algonquin  Pog Lake Campground,Lucie Morillon,https://www.google.com/maps/contrib/106420502966752753967/reviews,https://lh3.googleusercontent.com/-HUiZPvaGIdo/AAAAAAAAAAI/AAAAAAAAAJw/rYGVo_-wvYo/s128-c0x00000000-cc-rp-mo-ba3/photo.jpg,4,a month ago,Beautiful location! Although no lockers for the food at the camp ground. Close to the Centennial Ridge trail (the lookout point is worth the hours on the trail).,1543812578
Algonquin  Pog Lake Campground,Lindsay M.,https://www.google.com/maps/contrib/116297863369356852092/reviews,https://lh6.googleusercontent.com/-Zpj9trpW1ZY/AAAAAAAAAAI/AAAAAAAACGE/ToZ4J9KdtCY/s128-c0x00000000-cc-rp-mo-ba2/photo.jpg,5,4 months ago,"I really enjoyed it here. We were with a group of friends and two dogs and we all had an awesome time. Our campsite was huge, the park had great amenities, a beautiful little lake and beach....it was a great way to spend a long weekend. We would go back for sure - even with the 3 hour drive.",1536719021
Algonquin  Pog Lake Campground,Amanda Stewart,https://www.google.com/maps/contrib/106039882846567672982/reviews,https://lh3.googleusercontent.com/-Y-AHrYcYPyM/AAAAAAAAAAI/AAAAAAAAAUs/NWF5EgUyCj4/s128-c0x00000000-cc-rp-mo-ba4/photo.jpg,5,4 months ago,Good place for car camping. Algonquin Park was beautiful and being right on the water at Pog lake just added to it! The sites are a little close and there is little to no privacy on the sites close to the lake. We were a few rows back at a site with more privacy/trees and the walk to the lake was only a few mins. Lots of kids!,1536117437
Algonquin  Pog Lake Campground,Cheryl Riches,https://www.google.com/maps/contrib/117025579131298194594/reviews,https://lh6.googleusercontent.com/--gGK9CRThoM/AAAAAAAAAAI/AAAAAAAAQVE/o4pKpS8BmmI/s128-c0x00000000-cc-rp-mo-ba5/photo.jpg,5,5 months ago,This is my favorite campground in algonquin. I have seen moose and bear wandering around inside there campground. Washrooms are clean sites are generally good and the beach is nice. Of course if you plan on visiting on a long weekend in the summer the atmosphere will be a lot different. If you can tolerate the mosquitoes try visiting mid June during the week. You will feel like you have the park to yourself,1535640090
Algonquin  Pog Lake Campground,C K,https://www.google.com/maps/contrib/110961671049786332595/reviews,https://lh5.googleusercontent.com/-P962xtcc1Ac/AAAAAAAAAAI/AAAAAAAABEk/A-PnWTbV0BM/s128-c0x00000000-cc-rp-mo/photo.jpg,5,8 months ago,"My mom started camping in Algonquin, Two Rivers, back in the 60s with her family. In 1980, she started with her family. I have so many amazing memories here. When I was a kid, campground C had lots of seaweed, but that's been gone a while now. A bit cool this spring, but still fantastic spots. Clean facilities and great trails around",1527070985
Algonquin  Rock Lake Campground,DOUGLAS GROSS,https://www.google.com/maps/contrib/104697814854224203932/reviews,https://lh4.googleusercontent.com/-jny6YH1Z3j0/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQOzyP74umGEudeJsShCotgqAEwzGw/s128-c0x00000000-cc-rp-mo/photo.jpg,5,3 months ago,"35 years of Camping in Algonquin park and Rock Lake always brings me back. The lake, river to Whittefish and trails  Booths Rock and Old Rail Bike trail are exceptional. The Campground is best enjoyed from a lake front direct water access site in campground  B (no hydro). Site Privacy is minimal but the location and park staff are exceptional.",1538568288
Algonquin  Rock Lake Campground,Scott Coates,https://www.google.com/maps/contrib/116566416712305401377/reviews,https://lh3.googleusercontent.com/-4-aZHwjVZTQ/AAAAAAAAAAI/AAAAAAAAZH0/4JH4GOopjMo/s128-c0x00000000-cc-rp-mo-ba4/photo.jpg,5,6 months ago,"My favourite place to stay in Algonquin. Quiet and away from it all without the need to paddle or hike in. Campground B is much quieter than campground A. Most of the waterfront sites have direct access to the water and your own beach area. You cannot take your dogs on the main beach, however, if you have a waterfront site, you can take you dog in there.",1532112662
Algonquin  Rock Lake Campground,John Dutchyn,https://www.google.com/maps/contrib/112790117658550432215/reviews,https://lh4.googleusercontent.com/-4oHPHyOcUao/AAAAAAAAAAI/AAAAAAAAACU/sTh8C8b5-0E/s128-c0x00000000-cc-rp-mo-ba3/photo.jpg,4,4 months ago,Beautiful Algonquin campground. Friendly and helpful staff!,1536792923
Algonquin  Rock Lake Campground,Gabriela Lambert,https://www.google.com/maps/contrib/111024759740933831050/reviews,https://lh4.googleusercontent.com/-zuimCw0HZPE/AAAAAAAAAAI/AAAAAAAAAtc/JjgxleRzGBs/s128-c0x00000000-cc-rp-mo-ba2/photo.jpg,1,5 months ago,"Lots of rules base on perception, it could have been better it they were more organize",1533604165
Algonquin  Rock Lake Campground,Александр Мохов,https://www.google.com/maps/contrib/109167808117497707768/reviews,https://lh4.googleusercontent.com/-zJnEibvDrcU/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQN-gafCc0i3Yigaeolzrvpi9luI1g/s128-c0x00000000-cc-rp-mo/photo.jpg,5,5 months ago,Very good and clean campground with a friendly and helpful staff.,1534693532
Algonquin  Tea Lake Campground,renee angele,https://www.google.com/maps/contrib/109537115802997129780/reviews,https://lh3.googleusercontent.com/-VGkL_cj7WII/AAAAAAAAAAI/AAAAAAAAD54/t6sHONmLJYU/s128-c0x00000000-cc-rp-mo/photo.jpg,5,3 months ago,Nice and quiet campground and the park staff was extremely friendly,1538652552
