name,author_name,author_url,profile_photo_url,rating,relative_time_description,text,time
Almaguin Campground,Jason Tereszko,https://www.google.com/maps/contrib/110775146832452936779/reviews,https://lh3.googleusercontent.com/-VPaLm1IZJcs/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcYcMLTqJBzWkPQZJ6Vfk7wDlIiFtw/s128-c0x00000000-cc-rp-mo-ba3/photo.jpg,5,2 weeks ago,A beautiful family run campground. Impeccably kept and the staff treat you like you are part of the family.,1546900909
Almaguin Campground,Anna Obarzanowska,https://www.google.com/maps/contrib/100539171398814092718/reviews,https://lh3.googleusercontent.com/-3NwUUUCGrMM/AAAAAAAAAAI/AAAAAAAAGas/unbIxK7hYaE/s128-c0x00000000-cc-rp-mo-ba4/photo.jpg,5,6 months ago,"We spent a week in a cabin on the campground, which was situated right on the lake - we couldn't have chosen the location better ourselves. Amy and Willy are great hosts, and helped us out with every request, reasonable or not. There are plenty of things for both kids and adults to enjoy, and we could have happily spent our entire summer holidays here.",1530915938
Almaguin Campground,Angela LeMaitre,https://www.google.com/maps/contrib/107518860139984434146/reviews,https://lh4.googleusercontent.com/-iPP2746I1UA/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcZ9QAIUhBpDBftfAANfSCX6cdq5Jg/s128-c0x00000000-cc-rp-mo/photo.jpg,5,5 months ago,Excellent park.  Very clean and beautiful area.  Well Managed and people are friendly.  Hope to return next summer.,1535120230
Almaguin Campground,Ronald Clarke,https://www.google.com/maps/contrib/112968527205773585851/reviews,https://lh3.googleusercontent.com/-sx9uduCsgVQ/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcZP9UCUAb2WEBCkwJdoKFexiQNo3w/s128-c0x00000000-cc-rp-mo/photo.jpg,5,6 months ago,"A great place for trailer camping for adults and kids alike 

The hosts, Amy and Willy, operate a clean  and efficiently run camp site and ensure their owners are well looked after.  

A hearty recommendation to become a seasonal owner, if you can get in,  or a short term stays.",1530309543
Almaguin Campground,Marc B,https://www.google.com/maps/contrib/104511880887236017632/reviews,https://lh6.googleusercontent.com/-EDuKcK2OpJw/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcZPwy3UENPt6iv57tKRz-2LeDzxLA/s128-c0x00000000-cc-rp-mo-ba3/photo.jpg,5,5 months ago,"Having a great time here. Includes Beach, pool, Minigolf and many more. It never gets boring here and the kids are having a lifetime experience and will always remember this",1533434949
Alpine RV Resort,Gord Greig,https://www.google.com/maps/contrib/108319345332834316467/reviews,https://lh4.googleusercontent.com/-zgzVKtkTT_M/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwca1cDsYWSD_GSRz_7kNXJZ1XpiT0A/s128-c0x00000000-cc-rp-mo/photo.jpg,4,2 months ago,Nice clean family operated RV park.  Would recommend this park to all those looking for a seasonal park.  Management is well appointed and I haven't felt that any of the rules are excessive or unreasonable.  Happy camping.,1541559232
Alpine RV Resort,DEBRA CYR,https://www.google.com/maps/contrib/115700696494232239762/reviews,https://lh6.googleusercontent.com/-Gwejeh_Gino/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcbTyHl9t0zQntNHU5SYD8FhgQZWAw/s128-c0x00000000-cc-rp-mo/photo.jpg,5,7 months ago,Amazing family park. Owners extremely friendly and always available. Candice does an amazing job making you feel welcome. My first season and I hope to be here a long time! Highly recommend it to anyone who wants a clean quiet park.,1530022428
Alpine RV Resort,just telling the truth,https://www.google.com/maps/contrib/108694901359679692773/reviews,https://lh5.googleusercontent.com/-5pVYbXwZfCM/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcZSmCbb4W-vnZn5zYSt4PzUH0N-iA/s128-c0x00000000-cc-rp-mo/photo.jpg,1,in the last week,"Don't let the other reviews fool you,Fake!! 
The owner is nasty, he looks like Danny Devito and acts like Napoleon.",1547840070
Alpine RV Resort,Allissa Tremblay,https://www.google.com/maps/contrib/115684532445204715014/reviews,https://lh3.googleusercontent.com/-MEHSu4ONs9c/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcbq8-jMT2rzye3Tand-NrSwJ1FyPw/s128-c0x00000000-cc-rp-mo/photo.jpg,5,5 months ago,Our family had a wonderful time!  Clean and quiet park.  Staff and other campers are very friendly.  Can't wait until our next visit,1534087684
Alpine RV Resort,Mark Asher,https://www.google.com/maps/contrib/109409407721211763230/reviews,https://lh4.googleusercontent.com/-RnNW43DqT20/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcbPLXxv1mr1oPVRg90bvjgvrL6u0g/s128-c0x00000000-cc-rp-mo/photo.jpg,1,4 months ago,"Bathrooms and showers well kept, old people run the show and frown on any kinda night life, 
Peoples dogs droppings always found in your yard, 
Park really needs another pool for kids to play, as the pool gets very full on weekends and Pool rules over the top strict. 
Good park for weekenders who want to camp and seniors to relax. Not a park for any kinda entertainment. 
Also read your contracts, there is shady language in contract in my opinion.",1535494305
Amazing Rocky Park Campground,Andrea McRae,https://www.google.com/maps/contrib/116173473096656431086/reviews,https://lh3.googleusercontent.com/-AxyhNA2qLTM/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwca_c8H2Zp-iuYIeLvZ5NRkjLFkItA/s128-c0x00000000-cc-rp-mo-ba3/photo.jpg,4,6 months ago,"I was concerned when we arrived and saw how small the sites were. Some don't have enough space to park the tow vehicle on. However we had a fantastic time. A lot to do at this park, the river is a short walk away and very refreshing. A group of 14 went for the weekend and everyone loved it.",1530611126
Amazing Rocky Park Campground,Kerry Onoprijenko,https://www.google.com/maps/contrib/101659230687728429800/reviews,https://lh5.googleusercontent.com/-DB5UFLp-d6o/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcaSTETUirtdYDJwqdq_6rTXFuAfDQ/s128-c0x00000000-cc-rp-mo/photo.jpg,5,6 months ago,"My family and I love this place! It's really clean, the staff is super nice and the park events are really fun. Movie night last night was a hit for all of us :-) There is such an amazing sense of community even for weekend guests. Can't wait to go back ❤❤❤",1531693975
Amazing Rocky Park Campground,Jason Noonan,https://www.google.com/maps/contrib/104040049914375620992/reviews,https://lh4.googleusercontent.com/-liBJ2x7RWFM/AAAAAAAAAAI/AAAAAAAAABk/AeE7xix_Zno/s128-c0x00000000-cc-rp-mo-ba3/photo.jpg,5,7 months ago,"My folks have a seasonal site, just went up for the night. Quiet campground, beautiful little park with a stream flowing through the middle of it. Great fishing in the Saugeen river, above or below the dam. There was also some tent sites and hydro sites for weekend campers",1528844067
Amazing Rocky Park Campground,Christine Beard Laaber,https://www.google.com/maps/contrib/116796044903121346178/reviews,https://lh6.googleusercontent.com/-gERlnTCebh4/AAAAAAAAAAI/AAAAAAAAAKo/RD1YMQFI__8/s128-c0x00000000-cc-rp-mo/photo.jpg,4,a month ago,"Lots of friendly kids, my son joined right in. Facilities well cared for",1545167417
Amazing Rocky Park Campground,Grant Bisson,https://www.google.com/maps/contrib/103471855038907732408/reviews,https://lh6.googleusercontent.com/-jj_1D47msx0/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcZA4WT2H7nCmFUesWKToHOMyL6PQw/s128-c0x00000000-cc-rp-mo-ba3/photo.jpg,4,4 months ago,"Well managed, clean amenities, friendly, affordable, respectful patrons. Fun for the whole family.",1535583944
Arran Lake RV Resort,Sean McKechnie,https://www.google.com/maps/contrib/116331638016860361210/reviews,https://lh5.googleusercontent.com/-AJ0LV32GQhU/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcbbPFr9OljPR511kZ8pYTOfBYmYlQ/s128-c0x00000000-cc-rp-mo/photo.jpg,4,4 months ago,"Nice clean, quiet, family oriented park. Great little beach area and a beautiful little lake. Super friendly staff!",1535999048
Arran Lake RV Resort,James Taylor,https://www.google.com/maps/contrib/117706932146486931915/reviews,https://lh6.googleusercontent.com/-RyTYVuDf6oY/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcY-nSlnEZfO1dWhNT9O7On3Iq-Auw/s128-c0x00000000-cc-rp-mo/photo.jpg,2,6 months ago,"Nice place second time we have came,clean washrooms and sites nice lady working the desk , but the none stop saws ,routers ,sanders,drills, air nailers on the seasonal site trailers drove us nuts and we won’t be back !! I thought that they would only do that work during the week but I guess not !!",1531064498
Arran Lake RV Resort,Lyd C,https://www.google.com/maps/contrib/112962740793776429196/reviews,https://lh6.googleusercontent.com/-S4xr9f7qWNA/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcabJRnq5OR8ZpRi60WGMbY7clACVQ/s128-c0x00000000-cc-rp-mo/photo.jpg,1,6 months ago,"The beach is small and not very appealing to the eye!  The lady at the desk has her moods...never consistent, wants to be friendly when she feels like it.  There should be a payment plan in place for those who cannot pay lump sum!!",1531566723
Arran Lake RV Resort,Melodie Messina,https://www.google.com/maps/contrib/113444543544026317513/reviews,https://lh3.googleusercontent.com/-8FtQFEevMog/AAAAAAAAAAI/AAAAAAAAAIA/2HY-z5JxwOQ/s128-c0x00000000-cc-rp-mo-ba3/photo.jpg,5,10 months ago,Small quiet little park. Nice private beach area. Free WiFi. Friendly staff and campers.,1520666635
Arran Lake RV Resort,Jaime Wray,https://www.google.com/maps/contrib/116873163257989931087/reviews,https://lh3.googleusercontent.com/-N8geI62dF44/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcYQgdKH8JWBf6CQieWvlIjHf3HGww/s128-c0x00000000-cc-rp-mo/photo.jpg,5,a year ago,"One of the best places we have stayed so far!! We couldn't really ask for more! The private beach was well kept and the water crisp and clean. And the whole park is well groomed and kept up. The wagon rides were a hit!
Wendy and the rest of the staff were very gracious and hospitable. They hosted a corn roast served with great burgers and hotdogs. 
We will be back for sure next season....probably more then once. 
Thank You Arran Lake!",1504543071
Auburn Riverside Retreat,Kris Jankiewicz,https://www.google.com/maps/contrib/109372658602121354515/reviews,https://lh4.googleusercontent.com/-hUpZbelV1Qw/AAAAAAAAAAI/AAAAAAAADWU/zH0bmvfPINE/s128-c0x00000000-cc-rp-mo/photo.jpg,5,6 months ago,"Fantastic place and location. The owners and staff are extremely kind. Very clean and well maintained facilities and grounds. Lots of activities for kids. Quiet evenings, respectful campers. The shallow river is nice and warm, perfect for tubing. The Elk is amazing to see. We stayed in the cabin which above expectations. We really enjoyed ourselves and are coming back soon!",1530629343
Auburn Riverside Retreat,Meghan Gallagher,https://www.google.com/maps/contrib/112959265822883447386/reviews,https://lh6.googleusercontent.com/-jzUAd5EPNjA/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcZdPNm6OM_fl4R658JJwTpXJohCnQ/s128-c0x00000000-cc-rp-mo-ba3/photo.jpg,5,4 months ago,"Amazing place, owners, sites and location. My family and I cannot WAIT to come back. This is definitely our favourite place to camp now :)",1535354220
Auburn Riverside Retreat,Kathy Dykstra,https://www.google.com/maps/contrib/107418470679948519972/reviews,https://lh5.googleusercontent.com/-jBOSnlSG13o/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcbjr7nJd3sD8n4RgigBs6YF4Ef6lg/s128-c0x00000000-cc-rp-mo/photo.jpg,5,4 months ago,"Tractor Dancing Was Great. Kayaking was Great.   All Around, A Great Place To Camp.",1536078544
Auburn Riverside Retreat,Nelia 75,https://www.google.com/maps/contrib/106919491330153247667/reviews,https://lh4.googleusercontent.com/-z6YiLNawQr8/AAAAAAAAAAI/AAAAAAAAPHM/86qnI7lvcOY/s128-c0x00000000-cc-rp-mo/photo.jpg,5,6 months ago,Love this place. The owners are really pleasant and nice. Good place to camp,1532192702
Auburn Riverside Retreat,phil,https://www.google.com/maps/contrib/108096567184472695305/reviews,https://lh5.googleusercontent.com/-l1hpgedJiR4/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcbUjb_tw24SvUIc8A4Qhxnp1KgrQw/s128-c0x00000000-cc-rp-mo-ba3/photo.jpg,4,5 months ago,Beautiful spot on the river. Very family friendly,1534972752
Bare Oaks Family Naturist Park,Jeff Hollis,https://www.google.com/maps/contrib/114276559975551355379/reviews,https://lh3.googleusercontent.com/-N_DJF981tvs/AAAAAAAAAAI/AAAAAAAAAe0/buBi3wg8UiQ/s128-c0x00000000-cc-rp-mo/photo.jpg,5,a month ago,"Was in Canada on a business trip with time to spare 7/11/18. Had read about the geocache on the property and figured this could be an interesting first time experience. Can't say enough good about it. Kind of slow day but I did get there a bit later than I had planned.  The burger was good, the beer was cold, and the people, both staff and  members were very cordial.  Spent a fair amount of time just sitting on the deck, talking with everyone and eating.  No qualms about their policy of mandatory nude. As a matter of fact,as I read about other parks, I wonder how the experience could be as good with clothed staff.  Everyone seemed so ""genuine"" and even got to meet the owner as he was going into the office. Only complaint is I don't live close enough!!! (from West Virginia). Thanks for a wonderful experience. Hope to get back there sometime with my RV.",1544714861
Bare Oaks Family Naturist Park,Jose Ponce,https://www.google.com/maps/contrib/101473019023908979663/reviews,https://lh4.googleusercontent.com/-JZpTjo7CDZc/AAAAAAAAAAI/AAAAAAAACak/mhFhAJsnuF8/s128-c0x00000000-cc-rp-mo/photo.jpg,5,3 months ago,"We recently spent 5 nights at Bare Oaks and all we can say is good things about this beautiful place.
The grounds, clubhouse , pool, hot tub and facilities in general are well kept and impeccably clean.
We stayed at a Queen room which is not too big but comfy ... a little hot with just the ceiling fan and Karen very kindly provided us with and extra fan, but honestly think it could be way better with at least a small window AC.
Very friendly environment and big koodos for the staff specially for Karen, Alex , Sam and Sue and also Kim/Melissa and John from the Bare Bistro, and sorry if we don't remember or may have omitted some names but the same goes for all of you.
Thank you all for your kindness and for sure we'll be back!!!

JOSE & ANA
Toronto - ON",1538835249
Bare Oaks Family Naturist Park,Chris cmr,https://www.google.com/maps/contrib/102540292199984245162/reviews,https://lh3.googleusercontent.com/-gvsLnxaFVUU/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwca3l4hhTWk5qkwnf9jiKNC1ZUrJ1w/s128-c0x00000000-cc-rp-mo/photo.jpg,5,5 months ago,"Great  place to camp and visit. I camped here a few weeks back and found that the staff was very friendly and helpful. Park is very clean and well maintained. Great  Hamburgers Kimmy!! 

Hope to see you all again before the summer comes to an end...

Chris",1533563825
Bare Oaks Family Naturist Park,Bill Unknown,https://www.google.com/maps/contrib/116684416624706742283/reviews,https://lh3.googleusercontent.com/-kgnbAG-I_BU/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcbPKKXBpXDbcw-ALe1qjyqbSqnIdg/s128-c0x00000000-cc-rp-mo-ba2/photo.jpg,5,4 months ago,"First time here with my friend. Terrific, patient friendly service. Melissa, Kim and Sue-Ann were wonderful. Beautiful grounds. Only came for the day and didn't get to see everything. Spent time by the pool, then had some lunch. Best Reuben sandwich I've had anywhere. Craft beer was terrific and reasonably priced. Layed by the lake the rest of the afternoon. So relaxed I was legless getting off my lounger. We are coming back for sure. Only recomendation is to have pet friendly advertised more prominently. See you soon!",1536870391
Bare Oaks Family Naturist Park,Ed Kreutz,https://www.google.com/maps/contrib/114500407825509067519/reviews,https://lh6.googleusercontent.com/-h-phwbAX0-o/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcbw4V-ERLldwne9Ej2-eUM7L2_wkg/s128-c0x00000000-cc-rp-mo/photo.jpg,5,2 months ago,"Awesome place, awesome people. Not 1 bit disappointed with our time spent there (except for the weather, haha). Very welcoming by all the staff, Kim in the Bistro and Stephane himself. Thank you.",1540604050
Bass Lake Park,Ed Perry,https://www.google.com/maps/contrib/116960498377909354733/reviews,https://lh6.googleusercontent.com/-DaIfFlmyWDA/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQOw6B6x1lsLl6pWJK52tlNDbul0_g/s128-c0x00000000-cc-rp-mo-ba4/photo.jpg,5,2 weeks ago,"A great public space. Pretty, picturesque lake with well groomed trails, visitor center, fishing decks, snack shop and boat rentals (in season). Haven't ever caught a bass there, but catfish for sure, and recently stocked with trout!",1546724457
Bass Lake Park,Rose,https://www.google.com/maps/contrib/102016186297317744295/reviews,https://lh5.googleusercontent.com/-xhtckWNTMI4/AAAAAAAAAAI/AAAAAAAAPwY/WK2nKdeI-B4/s128-c0x00000000-cc-rp-mo-ba3/photo.jpg,5,a month ago,"Always a good place to come for photography, walking, biking, a party, fishing, or having a fun time with friends. It always has good people, a natural environment, and a good view of the lake from any wooden platforms! This is truly a great place to grow up living close to, because it's grown my appreciation for my community and the earth.",1544474541
Bass Lake Park,Kyle Holliday,https://www.google.com/maps/contrib/112903131453041333382/reviews,https://lh4.googleusercontent.com/-RxHEFT2fah8/AAAAAAAAAAI/AAAAAAABXC0/x76qWzwlzTg/s128-c0x00000000-cc-rp-mo-ba6/photo.jpg,5,a week ago,"Absolutely love Bass lake. Great for taking a walk and being outside. Love taking the kids. Parking can be limited, but there is more in the upper lot of needed.",1547311945
Bass Lake Park,Pam Humienny,https://www.google.com/maps/contrib/112194986304567429449/reviews,https://lh6.googleusercontent.com/-Yia96sdm6_0/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQP9v6bo2uMkm4mKsT7XEIUlB-rRlA/s128-c0x00000000-cc-rp-mo-ba2/photo.jpg,5,2 weeks ago,"This is a lovely nature area, with a boat house, fishing, dock, trails (although wet today). Great people & dogs to meet. Rocking chairs & handicapped accessible.",1546722232
Bass Lake Park,John Lombardi,https://www.google.com/maps/contrib/106528825792057254304/reviews,https://lh6.googleusercontent.com/-Xmu8lGnRoAY/AAAAAAAAAAI/AAAAAAAAAAA/0BGMZQnqZ5I/s128-c0x00000000-cc-rp-mo/photo.jpg,5,3 weeks ago,"Nice place for taking photos, there is a loop trail around the lake. Boat rental is seasonal and a gift shop with some local creatures to see. There is also a large building that can be rented.",1546172552
Batman's Cottages and Campground,Erik Kidwell,https://www.google.com/maps/contrib/114286459295158112257/reviews,https://lh6.googleusercontent.com/-guAqN2IeR24/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcZB-Jh4iPP3DFXyhqMYIvTsnxI8Gw/s128-c0x00000000-cc-rp-mo/photo.jpg,4,5 months ago,"Campground, facilities and staff were very nice and helpful. The location is absolutely beautiful with the lake views. Unfortunately there was a fire ban on the island during our stay so we couldn't have any wood fires at night. The site we had was a little tight for our camper to get in and out of, but we made due. Overall it was a great time. Would recommend.",1534631228
Batman's Cottages and Campground,Joanne Eddy,https://www.google.com/maps/contrib/113491659587379633896/reviews,https://lh3.googleusercontent.com/-rAt9fTjlyFc/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcYwP3TIXj4qbzlADnmEkcLCG7891A/s128-c0x00000000-cc-rp-mo/photo.jpg,5,6 months ago,"We stayed for two nights in our Class C trailer. The park is a nice campground. Treed lots and not on top of each other :)! Staff are approachable, and willing to help with your questions. We really enjoyed having electrical, water and sewage dump. Quiet policy is effective. Loved it. Thank you for having us!!",1532448187
Batman's Cottages and Campground,Jacqueline Bergeron,https://www.google.com/maps/contrib/112463225899324451006/reviews,https://lh3.googleusercontent.com/-iUflkJFkwjw/AAAAAAAAAAI/AAAAAAAALOQ/JV7Tr0AfuXo/s128-c0x00000000-cc-rp-mo/photo.jpg,5,6 months ago,"I would give this place 10 stars if I could. We haven’t experienced customer service like this before. When we arrived to our campsite we were a little bummed, the site didn’t have much privacy, we were in the front area where the trailers are. Andre came by right when we got there to ask us how we were, we mentioned the lack of privacy and he said no problem, he found us a place that was completely private. it was up this hill and we absolutely the loved it! Looks like they had a stage there to do shows or something. We liked the fact that we were close to people but not so close at the same time. The beach was medium sized, the water was ice cold but it was so hot that didn’t even matter. We had our boat with us and it was nice to dock it for the weekend so we didn’t have to keep it on our site. This place is great for families with children. They do enforce quiet time at 11pm which wasn’t a problem for us but if you are looking for a party camping weekend look else where. 

The showers and toilets were cleaned on the regular and looked newly renovated. the only thing that might deter someone would be the lack of hot water in the showers ( just get there super early to ensure you can shower before everyone) and possibly the size of the showers. I’m average size/height and found it somewhat difficult to wash. But I mean your camping so just take your two min shower in the morning and head out to enjoy the rest of your day. Still get 5 stars!

We would definitely come back, next time with the kiddos!",1531784518
Batman's Cottages and Campground,Heather Wilson,https://www.google.com/maps/contrib/115151284303188937133/reviews,https://lh5.googleusercontent.com/-xmd1UlEjJSI/AAAAAAAAAAI/AAAAAAAAABo/N94F-JN28Ik/s128-c0x00000000-cc-rp-mo-ba3/photo.jpg,5,6 months ago,"Full hook ups, nice beach, convenient store, nice and quiet, friendly staff. Some nice sites on the beach. Our site was a bit overly shaded for my liking. We had to go to the beach to enjoy the sun. The sewer hook up wasn't that great but other than that we had a great time. Hardly any bugs.",1532264366
Batman's Cottages and Campground,Kyssrell Paler,https://www.google.com/maps/contrib/104265610386440030544/reviews,https://lh3.googleusercontent.com/-TbOPe3WckIc/AAAAAAAAAAI/AAAAAAAAAf8/fSDmlcW0MSk/s128-c0x00000000-cc-rp-mo-ba3/photo.jpg,5,6 months ago,"Stayed 2 nights in this campground and has no complaint. It is very quiet and clean, everything is organized. Will recommend for family. We got spot 142 and it is near the shore but just watch out for those mosquitoes if you’re in 141 or 142 better cook and eat early than usual because during dusk they start to feed their need for blood LOL.",1531359911
Bay Meadows Park,Viven Reddy,https://www.google.com/maps/contrib/111094027636227516845/reviews,https://lh4.googleusercontent.com/-hNJb1XxlFus/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwca9oUVKuJAp0BZv01Az52NSivYybA/s128-c0x00000000-cc-rp-mo-ba3/photo.jpg,5,3 months ago,Wonderful park with nice facilities. Bonus is the duck pond. Kids love it.,1539118940
Bay Meadows Park,Deborah Moosman,https://www.google.com/maps/contrib/110230768346407319718/reviews,https://lh3.googleusercontent.com/-Ak9q4GPE0oY/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcY7awQyhNvs0JjBt92b3nZXQNAHag/s128-c0x00000000-cc-rp-mo-ba3/photo.jpg,5,5 months ago,"Very well kept little park. It's a nice breath of nature in the middle of a an area that has development going on, but still a good area for a walk.",1533320712
Bay Meadows Park,Jeannine Gerkman,https://www.google.com/maps/contrib/113696181958195518492/reviews,https://lh5.googleusercontent.com/-tJWTIfuOslI/AAAAAAAAAAI/AAAAAAAAAj8/kLJC49RQ2E0/s128-c0x00000000-cc-rp-mo-ba3/photo.jpg,5,2 months ago,The grass felt delicious underfoot.,1540946451
